Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 15 Ottobre 2020;Differenza;Nota;Codice gruppo equivalenza
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;43743069;ARIPIPRAZOLO TEVA;"""5 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";TEVA ITALIA S.R.L.;24,90 €;24,90 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSD
Aripiprazolo;28 UNITA' 5 MG - USO ORALE;N05AX12;44265027;ARIPIPRAZOLO ZENTIVA;"""5 MG COMPRESSA USO ORALE BLISTER (OPA/ALU/PVC/ALU)"" 28 COMPRESSE";ZENTIVA K.S.;24,90 €;24,90 €;0,00 €;In distribuzione diretta da parte delle Regioni;HSD
Atenololo;14 UNITA' 100 MG - USO ORALE;C07AB03;34052011;ATENOLOLO;"""100 MG COMPRESSE RIVESTITE"" 14 COMPRESSE";RATIOPHARM GMBH;2,54 €;2,54 €;0,00 €;;09A
Atenololo;14 UNITA' 100 MG - USO ORALE;C07AB03;33789013;ATENOLOLO DOC GENERICI;"""100 MG COMPRESSE"" 14 COMPRESSE";DOC GENERICI S.R.L.;2,54 €;2,54 €;0,00 €;;09A
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29486038;ATENOLOLO;"""100 MG COMPRESSE RIVESTITE CON FILM"" 42 COMPRESSE";SANDOZ S.P.A.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33378023;ATENOLOLO ABC;"""100 MG COMPRESSE RIVESTITE CON FILM"" 42 COMPRESSE";ABC FARMACEUTICI S.P.A.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36542013;ATENOLOLO ALMUS;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ALMUS S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33279023;ATENOLOLO ALTER;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";LABORATORI ALTER S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;33789025;ATENOLOLO DOC GENERICI;"""100 MG COMPRESSE"" 42 COMPRESSE";DOC GENERICI S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29776073;ATENOLOLO EG;"""100 MG COMPRESSE"" 42 COMPRESSE IN BLISTER PVC/PVDC-AL";EG S.P.A.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36544017;ATENOLOLO FG;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";FG S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29468028;ATENOLOLO MYLAN GENERICS;"""100 MG COMPRESSE"" 42 COMPRESSE";MYLAN S.P.A.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;29533027;ATENOLOLO PENSA;"""100 MG COMPRESSE"" 42 COMPRESSE";PENSA PHARMA S.P.A.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;34052035;ATENOLOLO RATIOPHARM;"""100 MG COMPRESSE RIVESTITE CON FILM"" 42 COMPRESSE";RATIOPHARM GMBH;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36543015;ATENOLOLO ZENTIVA;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";ZENTIVA ITALIA S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;24016038;TENORMIN;"""100 MG COMPRESSE"" 42 COMPRESSE";ASTRAZENECA S.P.A.;5,53 €;9,49 €;3,96 €;;09D
Atenololo;42 UNITA' 100 MG - USO ORALE;C07AB03;36541011;TENSIBLOCK;"""100 MG COMPRESSE"" 42 COMPRESSE DIVISIBILI";EPIFARMA S.R.L.;5,53 €;5,53 €;0,00 €;;09D
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;25070020;ATENOL;"""100 MG COMPRESSE"" 50 COMPRESSE";LABORATORIO FARMACEUTICO C.T. S.R.L.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29486026;ATENOLOLO;"""100 MG COMPRESSE RIVESTITE CON FILM"" 50 COMPRESSE";SANDOZ S.P.A.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29776059;ATENOLOLO;"""100 MG COMPRESSE"" 50 COMPRESSE";EG S.P.A.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;34052023;ATENOLOLO;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";RATIOPHARM GMBH;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33378035;ATENOLOLO ABC;"""100 MG COMPRESSE RIVESTITE 50 COMPRESSE RIVESTITE";ABC FARMACEUTICI S.P.A.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;41098233;ATENOLOLO AHCL;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33279035;ATENOLOLO ALTER;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";LABORATORI ALTER S.R.L.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;35759024;ATENOLOLO ARISTO;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";ARISTO PHARMA GMBH;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;33789037;ATENOLOLO DOC GENERICI;"""100 MG COMPRESSE"" 50 COMPRESSE";DOC GENERICI S.R.L.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29468030;ATENOLOLO MYLAN GENERICS;"""100 MG COMPRESSE RIVESTITE"" 50 COMPRESSE";MYLAN S.P.A.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;36543027;ATENOLOLO ZENTIVA;"""100 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/AL";ZENTIVA ITALIA S.R.L.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;24325060;SELES BETA;"""100 MG COMPRESSE"" 50 COMPRESSE";TEOFARMA S.R.L.;6,02 €;7,53 €;1,51 €;;09B
Atenololo;50 UNITA' 100 MG - USO ORALE;C07AB03;29420015;TENOMAX;"""100 MG 50 COMPRESSE DIVISIBILI"" 50 COMPRESSE";S.F. GROUP S.R.L.;6,02 €;6,02 €;0,00 €;;09B
Atenololo;50 UNITA' 50 MG - USO ORALE;C07AB03;29486014;ATENOLOLO;"""50"" 50 COMPRESSE RIVESTITE 50 MG";SANDOZ S.P.A.;4,92 €;5,42 €;0,50 €;;09C
Atenololo;50 UNITA' 50 MG - USO ORALE;C07AB03;29776022;ATENOLOLO;"""50"" 50 COMPRESSE 50 MG";EG S.P.A.;4,92 €;5,42 €;0,50 €;;09C
Atenololo;50 UNITA' 50 MG - USO ORALE;C07AB03;41098221;ATENOLOLO AHCL;"""50 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PVC/PVDC/AL";ACCORD HEALTHCARE SLU;4,92 €;4,92 €;0,00 €;;09C
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;25987037;ATENIGRON;28 COMPRESSE 100 MG + 25 MG;MAGIS FARMACEUTICI S.R.L.;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;33054026;ATENOLOLO CLORTALIDONE;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE USO ORALE";RATIOPHARM GMBH;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;33159017;ATENOLOLO CLORTALIDONE;"""100MG + 25MG COMPRESSE"" 28 COMPRESSE";EG S.P.A.;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;34167015;ATENOLOLO CLORTALIDONE DOC GENERICI;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE";DOC GENERICI S.R.L.;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;34069017;ATENOLOLO CLORTALIDONE MYLAN GENERICS;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE";MYLAN S.P.A.;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;24763056;IGROSELES;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE";TEOFARMA S.R.L.;4,33 €;7,22 €;2,89 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;25089032;TARGET;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE";ITALIAN DEVICES S.R.L.;4,33 €;5,27 €;0,94 €;;10A
Atenololo + Clortalidone;28 UNITA' (100+25) MG - USO ORALE;C07CB03;24737025;TENORETIC;"""100 MG + 25 MG COMPRESSE"" 28 COMPRESSE";ASTRAZENECA S.P.A.;4,33 €;8,28 €;3,95 €;;10A
Atenololo + Clortalidone;28 UNITA' (50+12,5) MG - USO ORALE;C07CB03;33054014;ATENOLOLO CLORTALIDONE;"""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE USO ORALE";RATIOPHARM GMBH;2,78 €;2,78 €;0,00 €;;10B
Atenololo + Clortalidone;28 UNITA' (50+12,5) MG - USO ORALE;C07CB03;33159029;ATENOLOLO CLORTALIDONE;"""50MG + 12,5MG COMPRESSE"" 28 COMPRESSE";EG S.P.A.;2,78 €;2,78 €;0,00 €;;10B
Atenololo + Clortalidone;28 UNITA' (50+12,5) MG - USO ORALE;C07CB03;34167027;ATENOLOLO CLORTALIDONE DOC GENERICI;"""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE";DOC GENERICI S.R.L.;2,78 €;2,78 €;0,00 €;;10B
Atenololo + Clortalidone;28 UNITA' (50+12,5) MG - USO ORALE;C07CB03;24763068;IGROSELES;"""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE";TEOFARMA S.R.L.;2,78 €;3,71 €;0,93 €;;10B
Atenololo + Clortalidone;28 UNITA' (50+12,5) MG - USO ORALE;C07CB03;24737037;TENORETIC;"""50 MG + 12,5 MG COMPRESSE"" 28 COMPRESSE";ASTRAZENECA S.P.A.;2,78 €;4,91 €;2,13 €;;10B
Atenololo + Clortalidone;30 UNITA' (100 + 25) MG - USO ORALE;C07CB03;32805018;ATENOLOLO CLORTALIDONE;"""100 MG + 25 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";SANDOZ S.P.A.;6,99 €;6,99 €;0,00 €;;10D
Atenololo + Clortalidone;30 UNITA' (100 + 25) MG - USO ORALE;C07CB03;26027021;CLORTANOL;30 COMPRESSE 125 MG;LABORATORIO FARMACEUTICO C.T. S.R.L.;6,99 €;6,99 €;0,00 €;;10D
Atenololo + Clortalidone;30 UNITA' (50+12,5) MG - USO ORALE;C07CB03;32805020;ATENOLOLO CLORTALIDONE;"""50 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";SANDOZ S.P.A.;4,03 €;4,43 €;0,40 €;;10C
Atorvastatina;10 UNITA' 10 MG - USO ORALE;C10AA05;41399015;ATORVASTATINA F.I.R.M.A.;"""10MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PA/ALL/PVC-AL";F.I.R.M.A. S.P.A.;2,14 €;2,14 €;0,00 €;;FTE
Atorvastatina;10 UNITA' 10 MG - USO ORALE;C10AA05;40234027;ATORVASTATINA TEVA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER AL/AL";TEVA ITALIA S.R.L.;2,14 €;2,14 €;0,00 €;;FTE
Atorvastatina;10 UNITA' 10 MG - USO ORALE;C10AA05;33007016;TORVAST;"""10 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE";PFIZER ITALIA S.R.L.;2,14 €;3,14 €;1,00 €;;FTE
Atorvastatina;10 UNITA' 10 MG - USO ORALE;C10AA05;33006014;TOTALIP;"""10 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE";LABORATORI GUIDOTTI S.P.A.;2,14 €;3,14 €;1,00 €;;FTE
Atorvastatina;10 UNITA' 20 MG - USO ORALE;C10AA05;40234179;ATORVASTATINA TEVA;"""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER AL/AL";TEVA ITALIA S.R.L.;3,78 €;3,78 €;0,00 €;;FTF
Atorvastatina;10 UNITA' 20 MG - USO ORALE;C10AA05;33007030;TORVAST;"""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE IN BLISTER PVC/AL/PA/AL";PFIZER ITALIA S.R.L.;3,78 €;5,28 €;1,50 €;;FTF
Atorvastatina;10 UNITA' 20 MG - USO ORALE;C10AA05;33006038;TOTALIP;"""20 MG COMPRESSE RIVESTITE CON FILM"" 10 COMPRESSE";LABORATORI GUIDOTTI S.P.A.;3,78 €;5,28 €;1,50 €;;FTF
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41460054;ARKAS;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";LANOVA FARMACEUTICI S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40561072;ATORIS;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL";KRKA D.D.NOVO MESTO;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40908028;ATORVASTATINA ABC;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";PHARMACARE S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;44963078;ATORVASTATINA ACCORD;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";ACCORD HEALTHCARE SLU;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;45614029;ATORVASTATINA ALMUS PHARMA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ALMUS S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;39996032;ATORVASTATINA ALTER;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";LABORATORI ALTER S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40399053;ATORVASTATINA ARISTO;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";ARISTO PHARMA GMBH;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;42978015;ATORVASTATINA AUROBINDO;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/ALPVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41321035;ATORVASTATINA DOC;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";DOC GENERICI S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;44144018;ATORVASTATINA EG;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA-AL-PVC-AL";EG S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40909020;ATORVASTATINA GIT;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";S.F. GROUP S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40899041;ATORVASTATINA KRKA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";KRKA D.D.NOVO MESTO;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;42181230;ATORVASTATINA MYLAN GENERICS ITALIA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL";MYLAN S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40090058;ATORVASTATINA PENSA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";PENSA PHARMA S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41443197;ATORVASTATINA PFIZER;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/AL/PVC-AL";PFIZER ITALIA S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40400057;ATORVASTATINA SANDOZ;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40678310;ATORVASTATINA SUN;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVC/PA-AL";SUN PHARMACEUTICAL IND. B.V.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;42949026;ATORVASTATINA TECNIGEN;"""10 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE";TECNIGEN S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40234066;ATORVASTATINA TEVA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";TEVA ITALIA S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;43009051;ATORVASTATINA ZENTIVA ITALIA;"""10 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";ZENTIVA ITALIA S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;45140011;COLEAMA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE RIVESTITE CON FILM IN BLISTER PVC/PVDC-ALU";DOC GENERICI S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40665022;KOLESTER;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";S.F. GROUP S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;42771016;MELEMIB;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";GENETIC S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41470028;OMEGASTATIN;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN N BLISTER PA/AL/PVC-AL";SO.SE.PHARM S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41101066;SOPAVI;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";GENETIC S.P.A.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;40666024;TORVACOL;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER ALU/ALU";S.F. GROUP S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;33007028;TORVAST;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";PFIZER ITALIA S.R.L.;4,35 €;6,36 €;2,01 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;33006026;TOTALIP;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";LABORATORI GUIDOTTI S.P.A.;4,35 €;6,36 €;2,01 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41199023;TOVANIRA;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA-AL-PVC/AL";S.F. GROUP S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 10 MG - USO ORALE;C10AA05;41325022;VASTAT;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";S.F. GROUP S.R.L.;4,35 €;4,35 €;0,00 €;;FTA
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;41460243;ARKAS;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";LANOVA FARMACEUTICI S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40561211;ATORIS;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL";KRKA D.D.NOVO MESTO;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40908042;ATORVASTATINA ABC;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";PHARMACARE S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;44963268;ATORVASTATINA ACCORD;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";ACCORD HEALTHCARE SLU;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;45614056;ATORVASTATINA ALMUS PHARMA;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ALMUS S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;39996069;ATORVASTATINA ALTER;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";LABORATORI ALTER S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40399141;ATORVASTATINA ARISTO;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";ARISTO PHARMA GMBH;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;42978027;ATORVASTATINA AUROBINDO;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/ALPVC/AL";AUROBINDO PHARMA ITALIA S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;41321098;ATORVASTATINA DOC;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";DOC GENERICI S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;44144044;ATORVASTATINA EG;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA-AL-PVC-AL";EG S.P.A.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40909044;ATORVASTATINA GIT;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE";S.F. GROUP S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40899142;ATORVASTATINA KRKA;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";KRKA D.D.NOVO MESTO;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;42181279;ATORVASTATINA MYLAN GENERICS ITALIA;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL";MYLAN S.P.A.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40090223;ATORVASTATINA PENSA;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";PENSA PHARMA S.P.A.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;41443437;ATORVASTATINA PFIZER;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/AL/PVC-AL";PFIZER ITALIA S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40400145;ATORVASTATINA SANDOZ;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL";SANDOZ S.P.A.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;40678385;ATORVASTATINA SUN;"""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/PVC/PA-AL";SUN PHARMACEUTICAL IND. B.V.;7,96 €;7,96 €;0,00 €;;FTB
Atorvastatina;30 UNITA' 20 MG - USO ORALE;C10AA05;42949040;ATORVASTATINA TECNIGEN;"""20 MG COMPRESSA RIVESTITA CON FILM"" 30 COMPRESSE";TECNIGEN S.R.L.;7,96 €;7,96 €;0,00 €;;FTB
